L N N1 N2 N3 W S1 S2 S3 F1 F2 F3 C T T10 T25 T50 T75 T90
0 16 2 2 0 100000000 200 400 400 0.0 0.0 0.0 2 2.004713 1.512022 1.676083 2.004713 2.446845 3.115526
0 16 8 4 2 25000000 200 400 400 0.0 0.0 0.0 1 14.277306 11.029545 13.288435 14.277306 14.277988 14.580557
0 4 2 2 0 10000000 200 400 800 0.0 1.0 0.0 1 0.821573 0.806698 0.814889 0.821573 0.835871 0.857770
0 8 2 2 0 50000000 200 400 800 0.0 1.0 0.0 0 8.269058 6.309308 7.228961 8.269058 10.074938 10.570642
0 8 4 2 2 100000000 200 400 400 0.0 0.0 1.0 0 24.749310 20.167104 22.015453 24.749310 25.764695 27.208078
0 8 2 2 0 100000000 200 400 400 0.0 0.0 0.0 0 16.651100 16.503394 16.589782 16.651100 18.270467 18.509555
0 16 8 4 0 100000000 200 400 800 0.0 0.0 0.0 1 57.088066 43.896280 53.601315 57.088066 57.088172 58.698430
0 8 4 2 2 100000000 200 400 400 0.0 0.0 0.0 0 24.739497 18.418755 21.265529 24.739497 26.029868 26.795889
0 8 2 2 0 25000000 200 400 800 0.0 0.0 0.0 2 0.538902 0.475389 0.519186 0.538902 0.557718 0.569520
0 16 2 2 2 50000000 400 800 800 0.0 1.0 0.0 1 8.111510 5.437985 7.480405 8.111510 8.119944 8.473612
0 16 8 4 2 25000000 200 400 800 0.0 0.0 0.0 2 0.858963 0.629753 0.742427 0.858963 0.960668 0.983402
0 16 4 2 2 100000000 200 400 800 0.0 0.0 1.0 1 48.931780 37.344893 44.709121 48.931780 48.933845 50.592502
0 16 2 2 0 100000000 200 400 800 0.0 0.0 0.0 1 32.621201 22.318170 28.305254 32.621201 32.625346 33.351753
0 16 8 2 0 100000000 200 400 800 0.0 0.0 0.0 1 57.088057 44.155011 54.040829 57.088057 57.088127 59.236857
0 16 2 2 2 50000000 400 800 800 0.0 1.0 1.0 1 8.111510 5.437985 7.480405 8.111510 8.119944 8.473612
0 16 8 4 2 25000000 200 400 800 0.0 0.0 1.0 2 0.865521 0.635487 0.731875 0.865521 0.959537 0.986276
0 16 4 2 0 10000000 400 800 800 0.0 1.0 0.0 2 0.253293 0.092503 0.181360 0.253293 0.266027 0.272956
0 16 4 2 2 100000000 200 400 800 0.0 0.0 0.0 1 48.931760 39.170135 46.225030 48.931760 48.933825 50.212486
0 16 8 4 2 50000000 200 400 800 0.0 1.0 1.0 0 28.225597 20.308997 23.828229 28.225597 30.293401 30.938849
0 16 8 4 2 50000000 200 400 800 0.0 1.0 0.0 0 27.304724 20.279100 24.256134 27.304724 30.264070 31.018939
0 8 2 2 0 25000000 200 400 400 0.0 0.0 0.0 1 4.083163 2.753377 3.752900 4.083163 4.115794 4.245116
0 16 8 2 2 25000000 400 800 800 0.0 1.0 1.0 1 7.100084 6.455722 7.092258 7.100084 7.134225 7.398323
0 16 8 2 2 25000000 400 800 800 0.0 1.0 0.0 1 7.100084 6.455722 7.092258 7.100084 7.134225 7.398323
0 8 4 2 2 10000000 200 400 400 0.0 1.0 0.0 0 2.599830 2.470604 2.537123 2.599830 2.654393 2.677135
0 16 8 4 0 100000000 200 400 400 0.0 0.0 0.0 2 3.485491 2.405757 2.884849 3.485491 3.812238 3.885691
0 8 4 2 2 10000000 200 400 400 0.0 1.0 1.0 0 2.599830 2.470604 2.537123 2.599830 2.654393 2.677135
0 4 2 2 0 10000000 200 400 400 0.0 1.0 0.0 2 0.221599 0.219328 0.219679 0.221599 0.223418 0.223807
0 8 4 2 0 25000000 400 800 800 0.0 1.0 0.0 1 3.047582 3.038151 3.046439 3.047582 3.080235 3.188068
0 16 8 2 0 10000000 200 400 400 0.0 1.0 0.0 0 6.105643 5.761760 5.924664 6.105643 6.206674 6.236901
0 8 2 2 2 10000000 400 800 800 0.0 0.0 1.0 0 0.795049 0.680216 0.686595 0.795049 0.877627 0.908266
0 4 2 2 2 50000000 400 800 800 0.0 0.0 1.0 1 2.032452 1.925812 1.993029 2.032452 2.066435 2.123857
0 8 2 2 2 10000000 400 800 800 0.0 0.0 0.0 0 0.859708 0.795322 0.824069 0.859708 0.898550 0.942190
0 4 2 2 2 50000000 400 800 800 0.0 0.0 0.0 1 2.032452 1.925812 1.993029 2.032452 2.066435 2.123857
0 16 4 2 2 50000000 200 400 400 0.0 0.0 1.0 1 24.470934 17.167037 23.557654 24.470934 24.471058 25.363505
0 16 2 2 0 10000000 200 400 400 0.0 0.0 0.0 2 0.215985 0.177800 0.192366 0.215985 0.246924 0.348189
0 16 4 2 2 50000000 200 400 400 0.0 0.0 0.0 1 24.470880 18.054890 23.212767 24.470880 24.471011 25.087577
0 16 4 2 2 25000000 200 400 400 0.0 1.0 1.0 2 1.223184 0.411596 0.835214 1.223184 1.275989 1.298225
0 16 4 2 2 25000000 200 400 400 0.0 1.0 0.0 2 1.223184 0.411596 0.835214 1.223184 1.275989 1.298225
0 16 4 2 2 50000000 200 400 400 0.0 0.0 0.0 0 25.403257 21.566525 23.386493 25.403257 26.340243 26.883907
0 16 4 2 2 50000000 200 400 400 0.0 0.0 1.0 0 25.263537 20.691249 23.447839 25.263537 26.792209 27.590314
0 8 2 2 2 10000000 400 800 800 0.0 0.0 0.0 1 0.816553 0.592992 0.760047 0.816553 0.832881 0.879598
0 4 2 2 2 50000000 400 800 800 0.0 0.0 0.0 0 2.198492 2.196162 2.196644 2.198492 2.200311 2.200706
0 8 2 2 2 10000000 400 800 800 0.0 0.0 1.0 1 0.816553 0.592992 0.760047 0.816553 0.832881 0.879598
0 16 8 2 0 10000000 200 400 400 0.0 1.0 0.0 1 5.715801 4.843245 5.714373 5.715801 5.797480 5.957285
0 8 4 2 0 50000000 400 800 800 0.0 0.0 0.0 2 0.754579 0.704769 0.720736 0.754579 0.779228 0.831542
0 4 2 2 2 50000000 400 800 800 0.0 0.0 1.0 0 2.198492 2.196162 2.196644 2.198492 2.200311 2.200706
0 8 4 2 0 25000000 400 800 800 0.0 1.0 0.0 0 3.225108 3.144614 3.174299 3.225108 3.291273 3.334117
0 4 2 2 2 25000000 400 800 800 0.0 1.0 1.0 2 0.276641 0.274496 0.274661 0.276641 0.278676 0.278974
0 4 2 2 2 25000000 400 800 800 0.0 1.0 0.0 2 0.276641 0.274496 0.274661 0.276641 0.278676 0.278974
0 8 4 2 2 10000000 200 400 400 0.0 1.0 1.0 1 2.454141 2.281243 2.384842 2.454141 2.454397 2.566176
0 16 8 2 2 50000000 400 800 800 0.0 0.0 1.0 2 0.884946 0.666701 0.755802 0.884946 0.949358 0.974834
0 8 2 2 0 100000000 200 400 800 0.0 0.0 0.0 2 2.140366 2.015971 2.081027 2.140366 2.237546 2.327189
0 8 2 2 0 50000000 200 400 400 0.0 1.0 0.0 2 1.103111 0.870626 1.046612 1.103111 1.169307 1.193264
0 8 4 2 2 100000000 200 400 800 0.0 0.0 1.0 2 3.124963 2.705519 2.859019 3.124963 3.269459 3.369203
0 8 4 2 2 100000000 200 400 800 0.0 0.0 0.0 2 3.021066 2.642058 2.780612 3.021066 3.209220 3.345977
0 16 8 2 2 50000000 400 800 800 0.0 0.0 0.0 2 0.892017 0.673641 0.762624 0.892017 0.956114 0.979813
0 8 4 2 2 10000000 200 400 400 0.0 1.0 0.0 1 2.454141 2.281243 2.384842 2.454141 2.454397 2.566176
0 16 8 2 2 25000000 400 800 800 0.0 1.0 0.0 0 7.639114 7.422465 7.550275 7.639114 7.722754 7.756113
0 16 8 2 2 25000000 400 800 800 0.0 1.0 1.0 0 7.639114 7.422465 7.550275 7.639114 7.722754 7.756113
0 8 2 2 0 25000000 200 400 400 0.0 0.0 0.0 0 4.228643 4.104560 4.155239 4.228643 4.482305 4.666662
0 16 8 4 2 50000000 200 400 800 0.0 1.0 0.0 1 28.548079 21.626354 25.718978 28.548079 28.548149 29.829078
0 16 2 2 2 25000000 400 800 800 0.0 0.0 0.0 2 0.253746 0.220598 0.238818 0.253746 0.312716 0.378280
0 16 8 4 2 50000000 200 400 800 0.0 1.0 1.0 1 28.548081 23.392939 28.547026 28.548081 28.819944 29.753239
0 16 2 2 2 25000000 400 800 800 0.0 0.0 1.0 2 0.256993 0.205658 0.222194 0.256993 0.326567 0.383356
0 16 2 2 2 50000000 400 800 800 0.0 1.0 1.0 0 9.548410 5.331388 5.635544 9.548410 17.097789 18.102308
0 16 8 2 0 100000000 200 400 800 0.0 0.0 0.0 0 54.782998 41.746557 46.932382 54.782998 60.876395 61.982383
0 16 4 2 2 100000000 200 400 800 0.0 0.0 0.0 0 50.587702 41.888305 46.256633 50.587702 52.712668 53.794425
0 16 2 2 2 50000000 400 800 800 0.0 1.0 0.0 0 9.548410 5.331388 5.635544 9.548410 17.097789 18.102308
0 16 2 2 0 100000000 200 400 800 0.0 0.0 0.0 0 29.971550 21.018850 24.828216 29.971550 41.117498 51.870464
0 16 4 2 2 100000000 200 400 800 0.0 0.0 1.0 0 50.547731 40.086769 45.394829 50.547731 53.406536 55.422252
0 16 8 4 0 100000000 200 400 800 0.0 0.0 0.0 0 56.413011 38.003993 46.465150 56.413011 60.629068 62.105686
0 8 4 2 2 100000000 200 400 400 0.0 0.0 0.0 1 24.468880 18.200093 22.824820 24.468880 24.471017 24.471166
0 8 4 2 2 10000000 200 400 800 0.0 1.0 0.0 2 0.317734 0.298115 0.308166 0.317734 0.333389 0.338111
0 4 2 2 0 10000000 200 400 800 0.0 1.0 0.0 0 0.880259 0.878041 0.878367 0.880259 0.882131 0.882462
0 8 4 2 2 10000000 200 400 800 0.0 1.0 1.0 2 0.317734 0.298115 0.308166 0.317734 0.333389 0.338111
0 8 2 2 0 100000000 200 400 400 0.0 0.0 0.0 1 16.312597 11.917928 14.266648 16.312597 16.316685 16.594117
0 8 4 2 2 100000000 200 400 400 0.0 0.0 1.0 1 24.470880 17.815122 20.713878 24.470880 24.471057 24.604938
0 8 2 2 0 50000000 200 400 800 0.0 1.0 0.0 1 8.160388 5.317851 7.453702 8.160388 8.215364 8.452929
0 16 8 4 2 25000000 200 400 400 0.0 0.0 0.0 0 14.385909 9.128954 11.354914 14.385909 15.243472 15.523915
0 16 8 4 2 25000000 200 400 400 0.0 0.0 1.0 0 14.222338 9.056842 11.561519 14.222338 15.209231 15.521284
0 16 8 4 2 50000000 200 400 400 0.0 1.0 1.0 2 1.751378 1.296252 1.445005 1.751378 1.906916 1.947069
0 16 8 4 2 50000000 200 400 400 0.0 1.0 0.0 2 1.717741 1.280492 1.449472 1.717741 1.908654 1.952760
0 16 2 2 0 10000000 200 400 800 0.0 0.0 0.0 0 3.119342 2.378074 2.700580 3.119342 3.944290 4.792828
0 16 4 2 2 25000000 200 400 800 0.0 1.0 0.0 1 12.238816 10.501467 11.580655 12.238816 12.239498 12.318628
0 16 8 4 0 10000000 400 800 800 0.0 0.0 0.0 1 2.844671 2.153055 2.580497 2.844671 2.844942 2.959662
0 16 4 2 2 25000000 200 400 800 0.0 1.0 1.0 1 12.238816 10.501467 11.580655 12.238816 12.239498 12.318628
0 16 8 2 0 10000000 200 400 800 0.0 1.0 0.0 2 0.362922 0.328887 0.342193 0.362922 0.386995 0.397997
0 16 8 2 0 10000000 200 400 800 0.0 1.0 0.0 0 6.105643 5.761760 5.924664 6.105643 6.206674 6.236901
0 16 4 2 2 50000000 200 400 800 0.0 0.0 1.0 1 24.470934 17.167037 23.557654 24.470934 24.471058 25.363505
0 16 2 2 0 10000000 200 400 800 0.0 0.0 0.0 2 0.215985 0.177800 0.192366 0.215985 0.246924 0.348189
0 16 4 2 2 50000000 200 400 800 0.0 0.0 0.0 1 24.470880 18.054890 23.212767 24.470880 24.471011 25.087577
0 16 8 4 2 50000000 200 400 400 0.0 1.0 1.0 0 28.225597 20.308997 23.828229 28.225597 30.293401 30.938849
0 16 8 4 2 50000000 200 400 400 0.0 1.0 0.0 0 27.304724 20.279100 24.256134 27.304724 30.264070 31.018939
0 16 8 4 2 25000000 200 400 400 0.0 0.0 0.0 2 0.858963 0.629753 0.742427 0.858963 0.960668 0.983402
0 16 4 2 2 100000000 200 400 400 0.0 0.0 1.0 1 48.931780 37.344893 44.709121 48.931780 48.933845 50.592502
0 4 2 2 0 100000000 400 800 800 0.0 0.0 0.0 1 4.058817 3.838414 3.978765 4.058817 4.123931 4.237392
0 16 2 2 0 100000000 200 400 400 0.0 0.0 0.0 1 32.621201 22.318170 28.305254 32.621201 32.625346 33.351753
0 16 8 4 2 25000000 200 400 400 0.0 0.0 1.0 2 0.865521 0.635487 0.731875 0.865521 0.959537 0.986276
0 16 8 2 0 100000000 200 400 400 0.0 0.0 0.0 1 57.088057 44.155011 54.040829 57.088057 57.088127 59.236857
0 16 4 2 2 100000000 200 400 400 0.0 0.0 0.0 1 48.931760 39.170135 46.225030 48.931760 48.933825 50.212486
0 8 4 2 2 10000000 200 400 800 0.0 1.0 0.0 0 2.599830 2.470604 2.537123 2.599830 2.654393 2.677135
0 16 8 4 0 100000000 200 400 800 0.0 0.0 0.0 2 3.485491 2.405757 2.884849 3.485491 3.812238 3.885691
0 8 4 2 2 10000000 200 400 800 0.0 1.0 1.0 0 2.599830 2.470604 2.537123 2.599830 2.654393 2.677135
0 4 2 2 0 10000000 200 400 800 0.0 1.0 0.0 2 0.221599 0.219328 0.219679 0.221599 0.223418 0.223807
0 8 2 2 0 25000000 200 400 800 0.0 0.0 0.0 1 4.083163 2.753377 3.752900 4.083163 4.115794 4.245116
0 16 4 2 2 100000000 200 400 800 0.0 0.0 0.0 2 3.138681 2.612034 2.833768 3.138681 3.280939 3.344756
0 16 8 2 0 100000000 200 400 800 0.0 0.0 0.0 2 3.535508 2.562770 3.022950 3.535508 3.795510 3.881579
0 16 2 2 2 50000000 400 800 800 0.0 1.0 1.0 2 0.648095 0.360533 0.374474 0.648095 1.103468 1.132635
0 16 8 4 2 25000000 200 400 800 0.0 0.0 1.0 1 14.277482 10.679947 13.829685 14.277482 14.278164 14.939548
0 16 4 2 0 10000000 400 800 800 0.0 1.0 0.0 1 2.437482 2.090561 2.180067 2.437482 2.439604 2.498969
0 16 4 2 2 100000000 200 400 800 0.0 0.0 1.0 2 3.107741 2.487569 2.813494 3.107741 3.274764 3.374143
0 16 2 2 0 100000000 200 400 800 0.0 0.0 0.0 2 2.004713 1.512022 1.676083 2.004713 2.446845 3.115526
0 16 2 2 2 50000000 400 800 800 0.0 1.0 0.0 2 0.648095 0.360533 0.374474 0.648095 1.103468 1.132635
0 16 8 4 2 25000000 200 400 800 0.0 0.0 0.0 1 14.277306 11.029545 13.288435 14.277306 14.277988 14.580557
0 16 2 2 2 25000000 400 800 800 0.0 0.0 0.0 0 3.777344 3.224316 3.441812 3.777344 4.882243 5.554387
0 16 2 2 2 25000000 400 800 800 0.0 0.0 1.0 0 3.868048 3.083626 3.394904 3.868048 5.082063 5.902743
0 16 8 2 2 25000000 400 800 800 0.0 1.0 0.0 2 0.453168 0.418383 0.431611 0.453168 0.475125 0.489928
0 8 2 2 0 25000000 200 400 400 0.0 0.0 0.0 2 0.538902 0.475389 0.519186 0.538902 0.557718 0.569520
0 16 8 2 2 25000000 400 800 800 0.0 1.0 1.0 2 0.453168 0.418383 0.431611 0.453168 0.475125 0.489928
0 4 2 2 0 10000000 200 400 400 0.0 1.0 0.0 1 0.821573 0.806698 0.814889 0.821573 0.835871 0.857770
0 8 2 2 0 50000000 200 400 400 0.0 1.0 0.0 0 8.269058 6.309308 7.228961 8.269058 10.074938 10.570642
0 8 4 2 2 100000000 200 400 800 0.0 0.0 1.0 0 24.749310 20.167104 22.015453 24.749310 25.764695 27.208078
0 16 8 2 2 50000000 400 800 800 0.0 0.0 1.0 0 13.999153 9.762022 11.802885 13.999153 15.192367 15.408303
0 8 2 2 0 100000000 200 400 800 0.0 0.0 0.0 0 16.651100 16.503394 16.589782 16.651100 18.270467 18.509555
0 16 8 4 0 100000000 200 400 400 0.0 0.0 0.0 1 57.088066 43.896280 53.601315 57.088066 57.088172 58.698430
0 16 8 2 2 50000000 400 800 800 0.0 0.0 0.0 0 13.807770 10.108667 11.291356 13.807770 15.178391 15.440318
0 8 4 2 2 100000000 200 400 800 0.0 0.0 0.0 0 24.739497 18.418755 21.265529 24.739497 26.029868 26.795889
0 4 2 2 2 25000000 400 800 800 0.0 1.0 1.0 0 1.099231 1.072898 1.074741 1.099231 1.123237 1.125296
0 8 4 2 0 25000000 400 800 800 0.0 1.0 0.0 2 0.388483 0.379134 0.381121 0.388483 0.397213 0.417748
0 4 2 2 2 25000000 400 800 800 0.0 1.0 0.0 0 1.099231 1.072898 1.074741 1.099231 1.123237 1.125296
0 4 2 2 2 50000000 400 800 800 0.0 0.0 0.0 2 0.551186 0.548872 0.549429 0.551186 0.552991 0.553692
0 4 2 2 2 50000000 400 800 800 0.0 0.0 1.0 2 0.551186 0.548872 0.549429 0.551186 0.552991 0.553692
0 8 4 2 0 50000000 400 800 800 0.0 0.0 0.0 0 6.024083 5.490918 5.741863 6.024083 6.382886 6.628006
0 16 4 2 2 50000000 200 400 400 0.0 0.0 0.0 2 1.525670 1.284820 1.396092 1.525670 1.634265 1.672300
0 16 4 2 2 50000000 200 400 400 0.0 0.0 1.0 2 1.515156 1.279370 1.378471 1.515156 1.638213 1.681838
0 16 2 2 0 10000000 200 400 400 0.0 0.0 0.0 1 3.267603 2.310342 3.058096 3.267603 3.298158 3.423474
0 16 4 2 2 25000000 200 400 400 0.0 1.0 1.0 0 20.337466 5.788915 16.156259 20.337466 20.580800 20.648122
0 16 4 2 2 25000000 200 400 400 0.0 1.0 0.0 0 20.337466 5.788915 16.156259 20.337466 20.580800 20.648122
0 16 4 2 2 25000000 200 400 400 0.0 1.0 0.0 1 12.238816 10.501467 11.580655 12.238816 12.239498 12.318628
0 16 4 2 2 25000000 200 400 400 0.0 1.0 1.0 1 12.238816 10.501467 11.580655 12.238816 12.239498 12.318628
0 16 2 2 0 10000000 200 400 400 0.0 0.0 0.0 0 3.119342 2.378074 2.700580 3.119342 3.944290 4.792828
0 8 2 2 2 10000000 400 800 800 0.0 0.0 1.0 2 0.109162 0.106710 0.107095 0.109162 0.110532 0.110626
0 16 8 2 0 10000000 200 400 400 0.0 1.0 0.0 2 0.362922 0.328887 0.342193 0.362922 0.386995 0.397997
0 8 4 2 0 50000000 400 800 800 0.0 0.0 0.0 1 6.085121 5.350727 5.750135 6.085121 6.087174 6.087249
0 8 2 2 2 10000000 400 800 800 0.0 0.0 0.0 2 0.109075 0.106868 0.107247 0.109075 0.110285 0.110571
0 4 2 2 2 25000000 400 800 800 0.0 1.0 0.0 1 1.019249 0.969577 1.000184 1.019249 1.037684 1.067160
0 4 2 2 2 25000000 400 800 800 0.0 1.0 1.0 1 1.019249 0.969577 1.000184 1.019249 1.037684 1.067160
0 16 8 4 0 100000000 200 400 400 0.0 0.0 0.0 0 56.413011 38.003993 46.465150 56.413011 60.629068 62.105686
0 8 4 2 2 100000000 200 400 800 0.0 0.0 0.0 1 24.468880 18.200093 22.824820 24.468880 24.471017 24.471166
0 16 8 2 2 50000000 400 800 800 0.0 0.0 0.0 1 14.192586 11.604812 12.560790 14.192586 14.192605 14.709217
0 8 4 2 2 10000000 200 400 400 0.0 1.0 0.0 2 0.317734 0.298115 0.308166 0.317734 0.333389 0.338111
0 4 2 2 0 10000000 200 400 400 0.0 1.0 0.0 0 0.880259 0.878041 0.878367 0.880259 0.882131 0.882462
0 8 4 2 2 10000000 200 400 400 0.0 1.0 1.0 2 0.317734 0.298115 0.308166 0.317734 0.333389 0.338111
0 8 2 2 0 100000000 200 400 800 0.0 0.0 0.0 1 16.312597 11.917928 14.266648 16.312597 16.316685 16.594117
0 16 8 2 2 50000000 400 800 800 0.0 0.0 1.0 1 14.192588 12.095072 13.908228 14.192588 14.288829 14.940913
0 8 4 2 2 100000000 200 400 800 0.0 0.0 1.0 1 24.470880 17.815122 20.713878 24.470880 24.471057 24.604938
0 8 2 2 0 50000000 200 400 400 0.0 1.0 0.0 1 8.160388 5.317851 7.453702 8.160388 8.215364 8.452929
0 16 8 4 2 50000000 200 400 800 0.0 1.0 1.0 2 1.751378 1.296252 1.445005 1.751378 1.906916 1.947069
0 16 2 2 2 25000000 400 800 800 0.0 0.0 1.0 1 4.056702 2.698501 3.636439 4.056702 4.060768 4.251449
0 16 8 4 2 50000000 200 400 800 0.0 1.0 0.0 2 1.717741 1.280492 1.449472 1.717741 1.908654 1.952760
0 16 2 2 2 25000000 400 800 800 0.0 0.0 0.0 1 4.058658 2.770488 3.753033 4.058658 4.098670 4.266310
0 16 8 4 2 25000000 200 400 800 0.0 0.0 0.0 0 14.385909 9.128954 11.354914 14.385909 15.243472 15.523915
0 16 4 2 0 10000000 400 800 800 0.0 1.0 0.0 0 3.962980 1.209081 3.194710 3.962980 4.042236 4.125653
0 16 8 4 2 25000000 200 400 800 0.0 0.0 1.0 0 14.222338 9.056842 11.561519 14.222338 15.209231 15.521284
0 8 2 2 0 25000000 200 400 800 0.0 0.0 0.0 0 4.228643 4.104560 4.155239 4.228643 4.482305 4.666662
0 8 4 2 2 10000000 200 400 800 0.0 1.0 1.0 1 2.454141 2.281243 2.384842 2.454141 2.454397 2.566176
0 8 2 2 0 100000000 200 400 400 0.0 0.0 0.0 2 2.140366 2.015971 2.081027 2.140366 2.237546 2.327189
0 8 2 2 0 50000000 200 400 800 0.0 1.0 0.0 2 1.103111 0.870626 1.046612 1.103111 1.169307 1.193264
0 8 4 2 2 100000000 200 400 400 0.0 0.0 1.0 2 3.124963 2.705519 2.859019 3.124963 3.269459 3.369203
0 8 4 2 2 100000000 200 400 400 0.0 0.0 0.0 2 3.021066 2.642058 2.780612 3.021066 3.209220 3.345977
0 8 4 2 2 10000000 200 400 800 0.0 1.0 0.0 1 2.454141 2.281243 2.384842 2.454141 2.454397 2.566176
0 16 8 2 0 100000000 200 400 400 0.0 0.0 0.0 0 54.782998 41.746557 46.932382 54.782998 60.876395 61.982383
0 16 4 2 2 100000000 200 400 400 0.0 0.0 0.0 0 50.587702 41.888305 46.256633 50.587702 52.712668 53.794425
0 16 2 2 0 100000000 200 400 400 0.0 0.0 0.0 0 29.971550 21.018850 24.828216 29.971550 41.117498 51.870464
0 4 2 2 0 100000000 400 800 800 0.0 0.0 0.0 0 4.385636 4.254817 4.256722 4.385636 4.512559 4.514698
0 16 4 2 2 100000000 200 400 400 0.0 0.0 1.0 0 50.547731 40.086769 45.394829 50.547731 53.406536 55.422252
0 16 8 4 2 50000000 200 400 400 0.0 1.0 0.0 1 28.548079 21.626354 25.718978 28.548079 28.548149 29.829078
0 16 8 4 2 50000000 200 400 400 0.0 1.0 1.0 1 28.548081 23.392939 28.547026 28.548081 28.819944 29.753239
0 16 4 2 2 50000000 200 400 800 0.0 0.0 0.0 0 25.403257 21.566525 23.386493 25.403257 26.340243 26.883907
0 16 4 2 2 50000000 200 400 800 0.0 0.0 1.0 0 25.263537 20.691249 23.447839 25.263537 26.792209 27.590314
0 16 8 4 0 10000000 400 800 800 0.0 0.0 0.0 2 0.186952 0.185781 0.186369 0.186952 0.187377 0.191475
0 16 4 2 2 25000000 200 400 800 0.0 1.0 1.0 2 1.223184 0.411596 0.835214 1.223184 1.275989 1.298225
0 16 4 2 2 25000000 200 400 800 0.0 1.0 0.0 2 1.223184 0.411596 0.835214 1.223184 1.275989 1.298225
0 16 8 2 0 10000000 200 400 800 0.0 1.0 0.0 1 5.715801 4.843245 5.714373 5.715801 5.797480 5.957285
0 4 2 2 0 25000000 200 400 400 0.0 0.0 0.0 1 2.044708 1.997878 2.026618 2.044708 2.075823 2.128007
0 8 4 2 2 50000000 200 400 400 0.0 1.0 1.0 1 12.237486 10.622397 11.808083 12.237486 12.239597 12.239747
0 16 8 2 2 10000000 400 800 800 0.0 0.0 1.0 2 0.187298 0.186553 0.187041 0.187298 0.187599 0.188126
0 8 2 2 0 10000000 200 400 400 0.0 1.0 0.0 2 0.218342 0.206624 0.214445 0.218342 0.225349 0.228619
0 16 8 2 2 10000000 400 800 800 0.0 0.0 0.0 2 0.187411 0.186536 0.187144 0.187411 0.187694 0.188116
0 8 4 2 2 50000000 200 400 400 0.0 1.0 0.0 1 12.237486 10.622397 11.808083 12.237486 12.239597 12.239747
0 16 2 2 2 10000000 400 800 800 0.0 1.0 1.0 0 2.031412 1.101787 1.143875 2.031412 3.522816 3.607839
0 16 2 2 2 10000000 400 800 800 0.0 1.0 0.0 0 2.031412 1.101787 1.143875 2.031412 3.522816 3.607839
0 16 8 4 2 10000000 200 400 800 0.0 1.0 0.0 1 5.715451 4.816203 5.100816 5.715451 5.715994 5.964482
0 16 4 2 0 25000000 400 800 800 0.0 0.0 0.0 1 6.084898 4.743538 5.565696 6.084898 6.087052 6.255009
0 16 8 4 2 10000000 200 400 800 0.0 1.0 1.0 1 5.715591 4.900985 5.709101 5.715591 5.716134 5.970160
0 4 2 2 2 100000000 200 400 400 0.0 1.0 1.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 400 0.0 0.0 0.0 0 5.070265 4.208675 4.606841 5.070265 5.247407 5.342381
0 16 2 2 2 100000000 400 800 800 0.0 1.0 1.0 1 16.214940 10.662702 13.930994 16.214940 16.219013 16.958463
0 16 4 2 0 100000000 400 800 800 0.0 1.0 0.0 1 24.324400 19.512709 22.933373 24.324400 24.324438 25.044872
0 16 8 2 2 100000000 400 800 800 0.0 1.0 0.0 1 28.377133 22.898835 27.721343 28.377133 28.377160 29.653136
0 4 2 2 2 100000000 200 400 400 0.0 1.0 0.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 400 0.0 0.0 1.0 0 5.030771 4.058433 4.566430 5.030771 5.292921 5.439558
0 16 2 2 2 100000000 400 800 800 0.0 1.0 0.0 1 16.214940 10.662702 13.930994 16.214940 16.219013 16.958463
0 16 8 2 2 100000000 400 800 800 0.0 1.0 1.0 1 28.377133 22.898835 27.721343 28.377133 28.377160 29.653136
0 16 2 2 0 25000000 200 400 400 0.0 1.0 0.0 1 8.158230 5.645495 6.960295 8.158230 8.162364 8.462674
0 8 2 2 2 50000000 400 800 800 0.0 0.0 0.0 1 4.058742 2.717154 3.722990 4.058742 4.121152 4.310669
0 4 2 2 2 10000000 400 800 800 0.0 0.0 0.0 0 0.441304 0.438944 0.439584 0.441304 0.443079 0.443879
0 8 2 2 2 50000000 400 800 800 0.0 0.0 1.0 1 4.058778 2.717154 3.722990 4.058778 4.121152 4.310669
0 16 8 2 0 50000000 200 400 400 0.0 1.0 0.0 1 28.548087 21.426022 27.396316 28.548087 28.548149 29.381783
0 8 4 2 0 10000000 400 800 800 0.0 0.0 0.0 2 0.160317 0.159196 0.160125 0.160317 0.160650 0.168662
0 4 2 2 2 10000000 400 800 800 0.0 0.0 1.0 0 0.441304 0.438944 0.439584 0.441304 0.443079 0.443879
0 16 8 4 0 50000000 400 800 800 0.0 0.0 0.0 1 14.192588 11.459082 13.549255 14.192588 14.192623 14.806596
0 16 2 2 0 25000000 200 400 800 0.0 1.0 0.0 2 0.645952 0.364504 0.376416 0.645952 1.101155 1.130366
0 16 2 2 0 50000000 200 400 800 0.0 0.0 0.0 0 14.999166 11.077740 12.750330 14.999166 20.508871 26.235265
0 4 2 2 2 100000000 200 400 800 0.0 1.0 0.0 2 2.197575 2.195347 2.195668 2.197575 2.199438 2.199781
0 4 2 2 2 100000000 200 400 800 0.0 1.0 1.0 2 2.197575 2.195347 2.195668 2.197575 2.199438 2.199781
0 16 8 2 0 50000000 200 400 800 0.0 1.0 0.0 2 1.851641 1.697555 1.771185 1.851641 1.931125 1.959980
0 16 8 4 2 100000000 400 800 800 0.0 1.0 0.0 1 28.377125 23.144979 25.485081 28.377125 28.377156 29.639954
