L N N1 N2 N3 W S1 S2 S3 F1 F2 F3 C T T10 T25 T50 T75 T90
0 16 8 4 2 100000000 400 800 800 0.0 1.0 1.0 1 28.377130 21.833770 26.036292 28.377130 28.377181 29.977697
0 16 8 2 0 25000000 200 400 800 0.0 0.0 0.0 0 14.344575 10.103071 12.449085 14.344575 15.247043 15.513400
0 8 4 2 2 50000000 200 400 800 0.0 1.0 0.0 2 1.616474 1.529074 1.573291 1.616474 1.652827 1.674524
0 4 2 2 0 50000000 200 400 800 0.0 1.0 0.0 0 4.393195 4.390973 4.391304 4.393195 4.395050 4.395392
0 8 4 2 2 50000000 200 400 800 0.0 1.0 1.0 2 1.616474 1.529074 1.573291 1.616474 1.652827 1.674524
0 8 2 2 0 10000000 200 400 800 0.0 1.0 0.0 1 1.636875 1.118597 1.505795 1.636875 1.656076 1.719981
0 4 2 2 0 25000000 200 400 800 0.0 0.0 0.0 2 0.550828 0.548756 0.548788 0.550828 0.552799 0.553072
0 8 4 2 2 25000000 200 400 800 0.0 0.0 1.0 0 6.249080 5.326236 5.634049 6.249080 6.561150 6.767199
0 8 4 2 2 25000000 200 400 800 0.0 0.0 0.0 0 5.983655 4.985183 5.656436 5.983655 6.466296 6.667964
0 16 8 4 2 10000000 200 400 400 0.0 1.0 1.0 2 0.358255 0.311651 0.327337 0.358255 0.385316 0.398955
0 16 8 4 2 10000000 200 400 400 0.0 1.0 0.0 2 0.355526 0.310737 0.328529 0.355526 0.386752 0.398217
0 8 4 2 2 25000000 200 400 800 0.0 0.0 0.0 1 6.123522 5.826282 5.954262 6.123522 6.123852 6.394515
0 8 4 2 2 25000000 200 400 800 0.0 0.0 1.0 1 6.123522 4.800697 5.473256 6.123522 6.123852 6.304140
0 4 2 2 0 50000000 200 400 800 0.0 1.0 0.0 1 4.083323 3.983042 4.046118 4.083323 4.142411 4.244875
0 8 2 2 0 10000000 200 400 800 0.0 1.0 0.0 0 1.751624 1.353618 1.627503 1.751624 1.897874 1.950617
0 16 8 2 0 25000000 200 400 800 0.0 0.0 0.0 1 14.277482 11.357323 13.179175 14.277482 14.278164 14.798373
0 16 8 4 2 100000000 400 800 800 0.0 1.0 1.0 0 27.887629 19.687495 23.544507 27.887629 30.384381 30.897887
0 16 8 4 2 100000000 400 800 800 0.0 1.0 0.0 0 27.710345 20.159437 23.877027 27.710345 30.175529 30.868365
0 16 4 2 2 10000000 200 400 800 0.0 0.0 0.0 2 0.311202 0.279336 0.291278 0.311202 0.332302 0.340227
0 16 4 2 2 10000000 200 400 800 0.0 0.0 1.0 2 0.313213 0.278079 0.290451 0.313213 0.331516 0.341195
0 16 2 2 0 50000000 200 400 800 0.0 0.0 0.0 1 16.312598 10.999160 14.738006 16.312598 16.316743 16.672339
0 16 8 4 0 25000000 400 800 800 0.0 1.0 0.0 2 0.454392 0.372621 0.402604 0.454392 0.478179 0.490658
0 16 8 4 0 50000000 400 800 800 0.0 0.0 0.0 0 14.202514 9.581154 11.387621 14.202514 15.205746 15.486740
0 16 8 2 0 50000000 200 400 400 0.0 1.0 0.0 0 30.958334 30.231839 30.711242 30.958334 31.129797 31.208782
0 8 2 2 2 50000000 400 800 800 0.0 0.0 1.0 0 4.151319 3.267196 3.288743 4.151319 4.417725 4.506528
0 8 4 2 0 100000000 400 800 800 0.0 1.0 0.0 2 1.590096 1.561763 1.571784 1.590096 1.636187 1.659190
0 4 2 2 2 10000000 400 800 800 0.0 0.0 1.0 1 0.411343 0.395720 0.404436 0.411343 0.420561 0.433436
0 8 2 2 2 100000000 400 800 800 0.0 1.0 1.0 2 1.124748 0.887596 0.917962 1.124748 1.184692 1.232037
0 8 2 2 2 50000000 400 800 800 0.0 0.0 0.0 0 4.152444 4.071862 4.101133 4.152444 4.582150 4.682151
0 4 2 2 2 10000000 400 800 800 0.0 0.0 0.0 1 0.411343 0.395720 0.404436 0.411343 0.420561 0.433436
0 8 2 2 2 100000000 400 800 800 0.0 1.0 0.0 2 1.124748 0.887596 0.917962 1.124748 1.184692 1.232037
0 8 2 2 2 25000000 400 800 800 0.0 1.0 0.0 2 0.275683 0.262022 0.265117 0.275683 0.283637 0.287107
0 16 8 2 0 25000000 200 400 400 0.0 0.0 0.0 2 0.857312 0.663301 0.752052 0.857312 0.955809 0.979310
0 8 2 2 2 25000000 400 800 800 0.0 1.0 1.0 2 0.275683 0.262022 0.265117 0.275683 0.283637 0.287107
0 16 2 2 0 25000000 200 400 400 0.0 1.0 0.0 0 8.864206 5.371223 5.637132 8.864206 17.405113 18.109653
0 16 2 2 2 100000000 400 800 800 0.0 1.0 0.0 0 17.767361 10.605959 11.214392 17.767361 34.492579 36.235957
0 16 4 2 2 10000000 200 400 400 0.0 0.0 1.0 1 4.900157 3.737601 4.791146 4.900157 4.900699 5.096276
0 4 2 2 2 100000000 200 400 400 0.0 1.0 0.0 0 8.784257 8.782033 8.782365 8.784257 8.786124 8.786453
0 16 2 2 0 50000000 200 400 400 0.0 0.0 0.0 2 1.000977 0.785548 0.874415 1.000977 1.212418 1.617569
0 16 8 2 2 100000000 400 800 800 0.0 1.0 1.0 0 30.857008 30.237677 30.617191 30.857008 31.034721 31.121436
0 16 4 2 0 100000000 400 800 800 0.0 1.0 0.0 0 40.388753 11.722153 32.568843 40.388753 40.809964 41.208486
0 16 2 2 2 100000000 400 800 800 0.0 1.0 1.0 0 17.767361 10.605959 11.214392 17.767361 34.492579 36.235957
0 16 4 2 2 10000000 200 400 400 0.0 0.0 0.0 1 4.900087 4.007829 4.734042 4.900087 4.900629 4.932305
0 4 2 2 2 100000000 200 400 400 0.0 1.0 1.0 0 8.784257 8.782033 8.782365 8.784257 8.786124 8.786453
0 16 8 2 2 100000000 400 800 800 0.0 1.0 0.0 0 30.857008 30.237677 30.617191 30.857008 31.034721 31.121436
0 16 8 4 2 10000000 200 400 800 0.0 1.0 1.0 0 5.655404 4.135295 4.709442 5.655404 6.109906 6.217822
0 16 4 2 0 25000000 400 800 800 0.0 0.0 0.0 0 6.312912 5.450170 5.951540 6.312912 6.537186 6.645569
0 16 8 4 2 10000000 200 400 800 0.0 1.0 0.0 0 5.598204 4.122800 4.600338 5.598204 6.105456 6.212418
0 16 2 2 2 10000000 400 800 800 0.0 1.0 0.0 1 1.625071 1.127732 1.485405 1.625071 1.629123 1.712063
0 16 2 2 2 10000000 400 800 800 0.0 1.0 1.0 1 1.625071 1.127732 1.485405 1.625071 1.629123 1.712063
0 16 4 2 0 50000000 400 800 800 0.0 1.0 0.0 2 1.228924 0.404153 0.977578 1.228924 1.265547 1.296847
0 8 4 2 2 50000000 200 400 400 0.0 1.0 0.0 0 13.106855 12.635998 12.865565 13.106855 13.238167 13.288592
0 8 4 2 2 50000000 200 400 400 0.0 1.0 1.0 0 13.106855 12.635998 12.865565 13.106855 13.238167 13.288592
0 4 2 2 0 50000000 200 400 400 0.0 1.0 0.0 2 1.099835 1.097555 1.097897 1.099835 1.101729 1.102043
0 8 4 2 2 25000000 200 400 400 0.0 0.0 1.0 2 0.769594 0.708359 0.731101 0.769594 0.816054 0.841033
0 4 2 2 0 25000000 200 400 400 0.0 0.0 0.0 0 2.197529 2.195445 2.195626 2.197529 2.199542 2.199926
0 8 4 2 2 25000000 200 400 400 0.0 0.0 0.0 2 0.771625 0.699259 0.715033 0.771625 0.819542 0.844151
0 4 2 2 0 25000000 200 400 400 0.0 0.0 0.0 2 0.550828 0.548756 0.548788 0.550828 0.552799 0.553072
0 8 4 2 2 25000000 200 400 400 0.0 0.0 1.0 0 6.249080 5.326236 5.634049 6.249080 6.561150 6.767199
0 8 4 2 2 25000000 200 400 400 0.0 0.0 0.0 0 5.983655 4.985183 5.656436 5.983655 6.466296 6.667964
0 16 8 2 2 10000000 400 800 800 0.0 0.0 0.0 1 2.844635 2.389686 2.448062 2.844635 2.844907 3.020756
0 8 4 2 2 50000000 200 400 400 0.0 1.0 0.0 2 1.616474 1.529074 1.573291 1.616474 1.652827 1.674524
0 4 2 2 0 50000000 200 400 400 0.0 1.0 0.0 0 4.393195 4.390973 4.391304 4.393195 4.395050 4.395392
0 8 4 2 2 50000000 200 400 400 0.0 1.0 1.0 2 1.616474 1.529074 1.573291 1.616474 1.652827 1.674524
0 16 8 2 2 10000000 400 800 800 0.0 0.0 1.0 1 2.844758 2.508775 2.782307 2.844758 2.846583 3.000398
0 8 2 2 0 10000000 200 400 400 0.0 1.0 0.0 1 1.636875 1.118597 1.505795 1.636875 1.656076 1.719981
0 16 4 2 0 50000000 400 800 800 0.0 1.0 0.0 0 20.156254 5.847893 16.130687 20.156254 20.345591 20.586024
0 16 4 2 0 25000000 400 800 800 0.0 0.0 0.0 2 0.383748 0.341413 0.357762 0.383748 0.404057 0.418586
0 16 8 4 2 10000000 200 400 800 0.0 1.0 1.0 2 0.358255 0.311651 0.327337 0.358255 0.385316 0.398955
0 16 8 4 2 10000000 200 400 800 0.0 1.0 0.0 2 0.355526 0.310737 0.328529 0.355526 0.386752 0.398217
0 16 8 2 2 100000000 400 800 800 0.0 1.0 1.0 2 1.866011 1.795749 1.828777 1.866011 1.919949 1.945440
0 16 2 2 0 50000000 200 400 400 0.0 0.0 0.0 0 14.999166 11.077740 12.750330 14.999166 20.508871 26.235265
0 4 2 2 2 100000000 200 400 400 0.0 1.0 0.0 2 2.197575 2.195347 2.195668 2.197575 2.199438 2.199781
0 16 2 2 2 100000000 400 800 800 0.0 1.0 0.0 2 1.306836 0.697281 0.723381 1.306836 2.206193 2.259024
0 16 8 2 2 100000000 400 800 800 0.0 1.0 0.0 2 1.866011 1.795749 1.828777 1.866011 1.919949 1.945440
0 4 2 2 2 100000000 200 400 400 0.0 1.0 1.0 2 2.197575 2.195347 2.195668 2.197575 2.199438 2.199781
0 16 2 2 2 100000000 400 800 800 0.0 1.0 1.0 2 1.306836 0.697281 0.723381 1.306836 2.206193 2.259024
0 16 4 2 0 100000000 400 800 800 0.0 1.0 0.0 2 2.475870 0.773725 1.961919 2.475870 2.530076 2.574062
0 16 2 2 0 25000000 200 400 400 0.0 1.0 0.0 2 0.645952 0.364504 0.376416 0.645952 1.101155 1.130366
0 8 2 2 2 25000000 400 800 800 0.0 1.0 0.0 0 2.252644 1.715612 1.723981 2.252644 2.496738 2.514931
0 8 2 2 2 25000000 400 800 800 0.0 1.0 1.0 0 2.252644 1.715612 1.723981 2.252644 2.496738 2.514931
0 16 8 2 0 25000000 200 400 400 0.0 0.0 0.0 0 14.344575 10.103071 12.449085 14.344575 15.247043 15.513400
0 8 2 2 2 100000000 400 800 800 0.0 1.0 1.0 0 8.661929 6.431689 6.901492 8.661929 10.276671 10.579662
0 8 4 2 0 100000000 400 800 800 0.0 1.0 0.0 0 13.104206 12.707256 12.890780 13.104206 13.216202 13.251839
0 8 2 2 2 50000000 400 800 800 0.0 0.0 1.0 2 0.502032 0.433281 0.441045 0.502032 0.549871 0.564067
0 16 8 2 0 50000000 200 400 400 0.0 1.0 0.0 2 1.851641 1.697555 1.771185 1.851641 1.931125 1.959980
0 8 4 2 0 10000000 400 800 800 0.0 0.0 0.0 1 1.221745 1.132664 1.161860 1.221745 1.223838 1.223896
0 8 2 2 2 100000000 400 800 800 0.0 1.0 0.0 0 8.661929 6.431689 6.901492 8.661929 10.276671 10.579662
0 8 2 2 2 50000000 400 800 800 0.0 0.0 0.0 2 0.547107 0.488534 0.512876 0.547107 0.558999 0.587163
0 16 8 4 0 50000000 400 800 800 0.0 0.0 0.0 2 0.884677 0.664688 0.753916 0.884677 0.948093 0.975998
0 16 2 2 0 25000000 200 400 800 0.0 1.0 0.0 1 8.158230 5.645495 6.960295 8.158230 8.162364 8.462674
0 4 2 2 2 100000000 200 400 800 0.0 1.0 1.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 800 0.0 0.0 0.0 0 5.070265 4.208675 4.606841 5.070265 5.247407 5.342381
0 16 8 4 0 25000000 400 800 800 0.0 1.0 0.0 0 7.074619 4.925203 5.753683 7.074619 7.614402 7.781897
0 4 2 2 2 100000000 200 400 800 0.0 1.0 0.0 1 8.160469 7.953847 8.085286 8.160469 8.275552 8.478812
0 16 4 2 2 10000000 200 400 800 0.0 0.0 1.0 0 5.030771 4.058433 4.566430 5.030771 5.292921 5.439558
0 16 8 4 2 100000000 400 800 800 0.0 1.0 1.0 2 1.754685 1.266483 1.461888 1.754685 1.893734 1.939701
0 16 8 2 0 50000000 200 400 800 0.0 1.0 0.0 1 28.548087 21.426022 27.396316 28.548087 28.548149 29.381783
0 16 8 4 2 100000000 400 800 800 0.0 1.0 0.0 2 1.767920 1.274876 1.480148 1.767920 1.908553 1.949703
0 8 4 2 2 50000000 200 400 800 0.0 1.0 1.0 1 12.237486 10.622397 11.808083 12.237486 12.239597 12.239747
0 8 2 2 0 10000000 200 400 800 0.0 1.0 0.0 2 0.218342 0.206624 0.214445 0.218342 0.225349 0.228619
0 8 4 2 2 50000000 200 400 800 0.0 1.0 0.0 1 12.237486 10.622397 11.808083 12.237486 12.239597 12.239747
0 4 2 2 0 25000000 200 400 800 0.0 0.0 0.0 1 2.044708 1.997878 2.026618 2.044708 2.075823 2.128007
0 16 8 4 2 10000000 200 400 400 0.0 1.0 0.0 1 5.715451 4.816203 5.100816 5.715451 5.715994 5.964482
0 16 8 4 2 10000000 200 400 400 0.0 1.0 1.0 1 5.715591 4.900985 5.709101 5.715591 5.716134 5.970160
0 16 8 4 2 10000000 200 400 400 0.0 1.0 1.0 0 5.655404 4.135295 4.709442 5.655404 6.109906 6.217822
0 16 8 4 2 10000000 200 400 400 0.0 1.0 0.0 0 5.598204 4.122800 4.600338 5.598204 6.105456 6.212418
0 8 4 2 2 25000000 200 400 800 0.0 0.0 1.0 2 0.769594 0.708359 0.731101 0.769594 0.816054 0.841033
0 4 2 2 0 25000000 200 400 800 0.0 0.0 0.0 0 2.197529 2.195445 2.195626 2.197529 2.199542 2.199926
0 8 4 2 2 25000000 200 400 800 0.0 0.0 0.0 2 0.771625 0.699259 0.715033 0.771625 0.819542 0.844151
0 8 4 2 2 50000000 200 400 800 0.0 1.0 0.0 0 13.106855 12.635998 12.865565 13.106855 13.238167 13.288592
0 8 4 2 2 50000000 200 400 800 0.0 1.0 1.0 0 13.106855 12.635998 12.865565 13.106855 13.238167 13.288592
0 4 2 2 0 50000000 200 400 800 0.0 1.0 0.0 2 1.099835 1.097555 1.097897 1.099835 1.101729 1.102043
0 16 8 2 0 25000000 200 400 800 0.0 0.0 0.0 2 0.857312 0.663301 0.752052 0.857312 0.955809 0.979310
0 16 8 2 0 50000000 200 400 800 0.0 1.0 0.0 0 30.958334 30.231839 30.711242 30.958334 31.129797 31.208782
0 16 4 2 2 10000000 200 400 800 0.0 0.0 1.0 1 4.900157 3.737601 4.791146 4.900157 4.900699 5.096276
0 4 2 2 2 100000000 200 400 800 0.0 1.0 0.0 0 8.784257 8.782033 8.782365 8.784257 8.786124 8.786453
0 16 2 2 0 50000000 200 400 800 0.0 0.0 0.0 2 1.000977 0.785548 0.874415 1.000977 1.212418 1.617569
0 16 8 4 0 25000000 400 800 800 0.0 1.0 0.0 1 7.100018 6.299843 6.846092 7.100018 7.100359 7.505438
0 16 4 2 2 10000000 200 400 800 0.0 0.0 0.0 1 4.900087 4.007829 4.734042 4.900087 4.900629 4.932305
0 4 2 2 2 100000000 200 400 800 0.0 1.0 1.0 0 8.784257 8.782033 8.782365 8.784257 8.786124 8.786453
0 16 2 2 0 25000000 200 400 800 0.0 1.0 0.0 0 8.864206 5.371223 5.637132 8.864206 17.405113 18.109653
0 4 2 2 2 10000000 400 800 800 0.0 0.0 0.0 2 0.111804 0.109833 0.109840 0.111804 0.113811 0.113949
0 8 2 2 2 100000000 400 800 800 0.0 1.0 0.0 1 8.111508 5.266017 7.402258 8.111508 8.182206 8.463066
0 8 4 2 0 100000000 400 800 800 0.0 1.0 0.0 1 12.166248 11.352998 12.099097 12.166248 12.280796 12.759712
0 4 2 2 2 10000000 400 800 800 0.0 0.0 1.0 2 0.111804 0.109833 0.109840 0.111804 0.113811 0.113949
0 8 2 2 2 100000000 400 800 800 0.0 1.0 1.0 1 8.111508 5.266017 7.402258 8.111508 8.182206 8.463066
0 8 4 2 0 10000000 400 800 800 0.0 0.0 0.0 0 1.199599 1.105333 1.153255 1.199599 1.259729 1.329286
0 16 8 2 0 25000000 200 400 400 0.0 0.0 0.0 1 14.277482 11.357323 13.179175 14.277482 14.278164 14.798373
0 8 2 2 2 25000000 400 800 800 0.0 1.0 1.0 1 2.032374 1.408051 1.875900 2.032374 2.067962 2.172207
0 8 2 2 2 25000000 400 800 800 0.0 1.0 0.0 1 2.032374 1.408051 1.875900 2.032374 2.067962 2.172207
0 16 4 2 2 10000000 200 400 400 0.0 0.0 0.0 2 0.311202 0.279336 0.291278 0.311202 0.332302 0.340227
0 16 4 2 2 10000000 200 400 400 0.0 0.0 1.0 2 0.313213 0.278079 0.290451 0.313213 0.331516 0.341195
0 16 2 2 0 50000000 200 400 400 0.0 0.0 0.0 1 16.312598 10.999160 14.738006 16.312598 16.316743 16.672339
0 16 2 2 2 10000000 400 800 800 0.0 1.0 1.0 2 0.151358 0.084324 0.084459 0.151358 0.241734 0.246945
0 16 4 2 0 50000000 400 800 800 0.0 1.0 0.0 1 12.164219 10.089586 11.348683 12.164219 12.166260 12.541742
0 16 2 2 2 10000000 400 800 800 0.0 1.0 0.0 2 0.151358 0.084324 0.084459 0.151358 0.241734 0.246945
0 4 2 2 0 50000000 200 400 400 0.0 1.0 0.0 1 4.083323 3.983042 4.046118 4.083323 4.142411 4.244875
0 8 2 2 0 10000000 200 400 400 0.0 1.0 0.0 0 1.751624 1.353618 1.627503 1.751624 1.897874 1.950617
0 16 8 2 2 10000000 400 800 800 0.0 0.0 1.0 0 2.811345 1.994619 2.326416 2.811345 3.035773 3.099687
0 16 8 2 2 10000000 400 800 800 0.0 0.0 0.0 0 2.818472 1.985151 2.325630 2.818472 3.038989 3.113592
0 8 4 2 2 25000000 200 400 400 0.0 0.0 0.0 1 6.123522 5.826282 5.954262 6.123522 6.123852 6.394515
0 8 4 2 2 25000000 200 400 400 0.0 0.0 1.0 1 6.123522 4.800697 5.473256 6.123522 6.123852 6.304140
0 16 2 2 0 25000000 200 400 800 0.0 0.0 0.0 0 7.595726 5.777808 6.439117 7.595726 10.105078 13.000515
0 16 8 4 0 25000000 400 800 800 0.0 0.0 0.0 1 7.099930 5.556886 6.546025 7.099930 7.100271 7.362729
0 16 2 2 0 50000000 200 400 800 0.0 1.0 0.0 2 1.270630 0.703395 0.727893 1.270630 2.190430 2.252726
0 16 4 2 2 10000000 200 400 800 0.0 1.0 1.0 1 4.898261 4.078752 4.532874 4.898261 4.900507 4.900761
0 4 2 2 2 100000000 200 400 800 0.0 0.0 0.0 0 8.784165 8.782190 8.782301 8.784165 8.786080 8.786343
0 16 4 2 2 10000000 200 400 800 0.0 1.0 0.0 1 4.898261 4.078752 4.532874 4.898261 4.900507 4.900761
0 4 2 2 2 100000000 200 400 800 0.0 0.0 1.0 0 8.784152 8.782184 8.782230 8.784152 8.786121 8.786455
0 16 8 2 0 50000000 200 400 800 0.0 0.0 0.0 0 28.598917 20.428270 23.427861 28.598917 30.540639 30.992041
0 16 8 2 0 25000000 200 400 800 0.0 1.0 0.0 2 0.910640 0.806453 0.849449 0.910640 0.965999 0.984296
0 8 4 2 2 50000000 200 400 800 0.0 0.0 0.0 0 12.077306 9.444648 11.115118 12.077306 12.947864 13.423253
0 4 2 2 0 50000000 200 400 800 0.0 0.0 0.0 2 1.099715 1.097538 1.097855 1.099715 1.101662 1.102230
0 8 4 2 2 50000000 200 400 800 0.0 0.0 1.0 0 12.446469 10.481523 11.326121 12.446469 13.167847 13.445414
0 4 2 2 0 25000000 200 400 800 0.0 1.0 0.0 0 2.197575 2.195347 2.195668 2.197575 2.199438 2.199781
0 8 4 2 2 25000000 200 400 800 0.0 1.0 1.0 2 0.800694 0.749108 0.773149 0.800694 0.829554 0.835543
0 8 4 2 2 25000000 200 400 800 0.0 1.0 0.0 2 0.800694 0.749108 0.773149 0.800694 0.829554 0.835543
0 16 8 4 2 10000000 200 400 400 0.0 0.0 1.0 0 5.594677 3.649227 4.533739 5.594677 6.109351 6.218141
0 16 8 4 2 10000000 200 400 400 0.0 0.0 0.0 0 5.582064 3.586109 4.594895 5.582064 6.102797 6.243711
0 8 4 2 2 25000000 200 400 400 0.0 1.0 0.0 1 6.123522 5.826282 5.954262 6.123522 6.123852 6.394515
0 8 4 2 2 25000000 200 400 400 0.0 1.0 1.0 1 6.123522 5.826282 5.954262 6.123522 6.123852 6.394515
0 16 8 2 2 10000000 400 800 800 0.0 1.0 1.0 0 3.016122 2.924765 2.965229 3.016122 3.065977 3.104496
0 8 2 2 0 10000000 200 400 400 0.0 0.0 0.0 0 1.722009 1.603932 1.668267 1.722009 1.786552 1.866218
0 4 2 2 0 50000000 200 400 400 0.0 0.0 0.0 1 4.083323 3.983042 4.046118 4.083323 4.142411 4.244875
0 16 8 2 2 10000000 400 800 800 0.0 1.0 0.0 0 3.016122 2.924765 2.965229 3.016122 3.065977 3.104496
0 16 4 2 0 50000000 400 800 800 0.0 0.0 0.0 1 12.166196 9.184091 11.564847 12.166196 12.166281 12.623241
0 16 2 2 2 10000000 400 800 800 0.0 0.0 1.0 2 0.104931 0.094586 0.096826 0.104931 0.129478 0.158599
0 16 2 2 2 10000000 400 800 800 0.0 0.0 0.0 2 0.103974 0.098192 0.100087 0.103974 0.123672 0.143728
0 16 4 2 2 10000000 200 400 400 0.0 1.0 0.0 2 0.493413 0.177092 0.314842 0.493413 0.520382 0.532252
0 16 2 2 0 50000000 200 400 400 0.0 1.0 0.0 1 16.312598 10.999160 14.738006 16.312598 16.316743 16.672339
0 16 4 2 2 10000000 200 400 400 0.0 1.0 1.0 2 0.493413 0.177092 0.314842 0.493413 0.520382 0.532252
0 8 2 2 2 25000000 400 800 800 0.0 0.0 1.0 1 2.032374 1.408051 1.875900 2.032374 2.067962 2.172207
0 16 8 2 0 25000000 200 400 400 0.0 1.0 0.0 1 14.277482 11.799542 13.832258 14.277482 14.278164 14.888834
0 8 2 2 2 25000000 400 800 800 0.0 0.0 0.0 1 2.032374 1.408051 1.875900 2.032374 2.067962 2.172207
0 8 2 2 2 100000000 400 800 800 0.0 0.0 0.0 1 8.111474 5.266017 7.402258 8.111474 8.182206 8.463066
0 4 2 2 2 10000000 400 800 800 0.0 1.0 0.0 2 0.111847 0.109856 0.109868 0.111847 0.113848 0.113966
0 8 4 2 0 10000000 400 800 800 0.0 1.0 0.0 0 1.267610 1.239676 1.253287 1.267610 1.292894 1.328940
0 8 2 2 2 100000000 400 800 800 0.0 0.0 1.0 1 8.111508 5.266017 7.402258 8.111508 8.182206 8.463066
0 4 2 2 2 10000000 400 800 800 0.0 1.0 1.0 2 0.111847 0.109856 0.109868 0.111847 0.113848 0.113966
0 8 4 2 0 100000000 400 800 800 0.0 0.0 0.0 1 12.164212 10.204807 11.654031 12.164212 12.166263 12.166337
0 8 4 2 0 10000000 400 800 800 0.0 1.0 0.0 1 1.223794 1.220138 1.223564 1.223794 1.230098 1.269104
0 16 8 2 0 50000000 200 400 400 0.0 0.0 0.0 2 1.708203 1.258786 1.486328 1.708203 1.906503 1.956241
0 8 2 2 2 50000000 400 800 800 0.0 1.0 1.0 2 0.557482 0.476394 0.495863 0.557482 0.589211 0.604839
0 8 4 2 0 100000000 400 800 800 0.0 0.0 0.0 0 12.232292 10.564929 11.347120 12.232292 12.927905 13.261682
0 8 2 2 2 100000000 400 800 800 0.0 0.0 1.0 0 8.571833 6.497281 6.755673 8.571833 8.853931 9.055578
0 8 2 2 2 50000000 400 800 800 0.0 1.0 0.0 2 0.557482 0.476394 0.495863 0.557482 0.589211 0.604839
0 8 2 2 2 100000000 400 800 800 0.0 0.0 0.0 0 8.249028 8.170909 8.199535 8.249028 9.175037 9.382005
0 8 2 2 2 25000000 400 800 800 0.0 0.0 0.0 0 2.094269 2.024886 2.052103 2.094269 2.281133 2.349690
0 16 8 2 0 25000000 200 400 400 0.0 1.0 0.0 0 15.412661 14.886759 15.147328 15.412661 15.540837 15.598610
0 8 2 2 2 25000000 400 800 800 0.0 0.0 1.0 0 2.078026 1.625107 1.692620 2.078026 2.196466 2.293460
0 16 2 2 0 25000000 200 400 400 0.0 0.0 0.0 2 0.518822 0.404911 0.456896 0.518822 0.593705 0.808470
0 16 2 2 2 100000000 400 800 800 0.0 0.0 0.0 2 0.972102 0.820034 0.889109 0.972102 1.237885 1.445853
0 4 2 2 2 100000000 200 400 400 0.0 0.0 0.0 2 2.197453 2.195502 2.195552 2.197453 2.199419 2.199665
0 16 2 2 0 50000000 200 400 400 0.0 1.0 0.0 0 18.700907 10.461450 11.217667 18.700907 34.974811 36.201562
0 16 8 2 2 100000000 400 800 800 0.0 0.0 1.0 2 1.754685 1.266483 1.461888 1.754685 1.893734 1.939701
0 16 4 2 0 100000000 400 800 800 0.0 0.0 0.0 2 1.519908 1.333702 1.419182 1.519908 1.608066 1.662313
0 16 2 2 2 100000000 400 800 800 0.0 0.0 1.0 2 0.979676 0.787777 0.851422 0.979676 1.240377 1.472838
0 4 2 2 2 100000000 200 400 400 0.0 0.0 1.0 2 2.197458 2.195486 2.195533 2.197458 2.199450 2.199753
0 16 8 2 2 100000000 400 800 800 0.0 0.0 0.0 2 1.767920 1.274876 1.480148 1.767920 1.908553 1.949703
0 16 8 4 2 10000000 200 400 800 0.0 0.0 1.0 2 0.358013 0.299827 0.322256 0.358013 0.391931 0.402406
0 16 4 2 0 25000000 400 800 800 0.0 1.0 0.0 2 0.617649 0.217718 0.479071 0.617649 0.638476 0.653790
0 16 8 4 2 10000000 200 400 800 0.0 0.0 0.0 2 0.357441 0.296182 0.322857 0.357441 0.390861 0.404058
0 16 4 2 0 50000000 400 800 800 0.0 0.0 0.0 0 12.747186 10.897298 11.895294 12.747186 13.137197 13.346632
0 8 4 2 2 50000000 200 400 400 0.0 0.0 0.0 2 1.531414 1.353363 1.406332 1.531414 1.615850 1.678285
0 16 8 2 2 10000000 400 800 800 0.0 1.0 0.0 1 2.844811 2.646177 2.843596 2.844811 2.870490 2.919775
0 8 2 2 0 10000000 200 400 400 0.0 0.0 0.0 1 1.636875 1.147956 1.514843 1.636875 1.658576 1.726565
0 16 8 2 2 10000000 400 800 800 0.0 1.0 1.0 1 2.844811 2.646177 2.843596 2.844811 2.870490 2.919775
0 8 4 2 2 50000000 200 400 400 0.0 0.0 1.0 2 1.538308 1.384868 1.444519 1.538308 1.638719 1.684295
0 4 2 2 0 50000000 200 400 400 0.0 0.0 0.0 0 4.393116 4.391080 4.391255 4.393116 4.395144 4.395560
0 8 4 2 2 25000000 200 400 400 0.0 1.0 1.0 0 6.526830 6.324983 6.421510 6.526830 6.612505 6.685262
0 4 2 2 0 25000000 200 400 400 0.0 1.0 0.0 2 0.550880 0.548688 0.548798 0.550880 0.552828 0.553110
0 8 4 2 2 25000000 200 400 400 0.0 1.0 0.0 0 6.526830 6.324983 6.421510 6.526830 6.612505 6.685262
0 16 8 4 2 10000000 200 400 400 0.0 0.0 0.0 1 5.715381 4.858782 5.580280 5.715381 5.715924 5.721100
0 16 8 4 2 10000000 200 400 400 0.0 0.0 1.0 1 5.715591 4.848191 5.393140 5.715591 5.716134 5.974019
0 4 2 2 0 25000000 200 400 800 0.0 1.0 0.0 1 2.044708 1.997878 2.026618 2.044708 2.075823 2.128007
0 8 2 2 0 10000000 200 400 800 0.0 0.0 0.0 2 0.216999 0.196123 0.207083 0.216999 0.223013 0.228805
0 8 4 2 2 50000000 200 400 800 0.0 0.0 1.0 1 12.239450 9.996022 10.607924 12.239450 12.239638 12.266140
